ProbeID,Codeset.Name,Probe.Label,Analyte.Type,Is.Control,Control.Type,Related.Probes,Probe.Annotation,KEGG.Pathways,Cell.Type,Official.Gene.Name,Fusion.Probe.Type,Fusion.Base,SNV.Probe.Type,SNV.LocID,SNV.annot
NM_000625.4:605,NS_HS_GLIAL_V1.0,NOS2,mRNA,FALSE,,,Oxidative & Nitrosative Stress;NO Metabolism and Signaling;Microglia Neurodegenerative Phenotype (MGnD);Hypoxia,hsa00220;hsa04020;hsa04066;hsa04146;hsa05132;hsa05133;hsa05140;hsa05142;hsa05145;hsa05146;hsa05152;hsa05200;hsa05222,,NOS2,,,,,
NM_001558.2:150,NS_HS_GLIAL_V1.0,IL10RA,mRNA,FALSE,,,Cytokines,hsa04060;hsa04630;hsa05145;hsa05152;hsa05169,,IL10RA,,,,,
NM_030762.2:655,NS_HS_GLIAL_V1.0,BHLHE41,mRNA,FALSE,,,Microglial Markers;Circadian Signaling,hsa04710,,BHLHE41,,,,,
NM_001444.1:100,NS_HS_GLIAL_V1.0,FABP5,mRNA,FALSE,,,Microglia Neurodegenerative Phenotype (MGnD),hsa03320,,FABP5,,,,,
NM_002032.2:392,NS_HS_GLIAL_V1.0,FTH1,mRNA,FALSE,,,Stage 1 DAM;Microglia Neurodegenerative Phenotype (MGnD),hsa04978,,FTH1,,,,,
NM_022662.2:1990,NS_HS_GLIAL_V1.0,ANAPC1,mRNA,FALSE,,,Cell Cycle,hsa04110;hsa04114;hsa04120;hsa04914;hsa05166,,ANAPC1,,,,,
NM_020117.9:3020,NS_HS_GLIAL_V1.0,LARS1,mRNA,TRUE,Housekeeping,,,,,LARS1,,,,,
NM_016166.1:1870,NS_HS_GLIAL_V1.0,PIAS1,mRNA,FALSE,,,JAK-STAT;Interferon Signaling,hsa04120;hsa04630;hsa05160,,PIAS1,,,,,
NM_001130438.1:6830,NS_HS_GLIAL_V1.0,SPTAN1,mRNA,FALSE,,,Neurogenesis,hsa04530,,SPTAN1,,,,,
NM_002006.4:620,NS_HS_GLIAL_V1.0,FGF2,mRNA,FALSE,,,MAPK & PI3K;Cytokines,hsa04010;hsa04014;hsa04015;hsa04151;hsa04550;hsa04810;hsa05200;hsa05205;hsa05218,,FGF2,,,,,
NM_000757.4:823,NS_HS_GLIAL_V1.0,CSF1,mRNA,FALSE,,,Stage 2 DAM;Primed Microglia;Microglia Neurodegenerative Phenotype (MGnD);Cytokines,hsa04014;hsa04015;hsa04060;hsa04151;hsa04380;hsa04640;hsa04668;hsa05323,,CSF1,,,,,
NM_005345.5:1875,NS_HS_GLIAL_V1.0,HSPA1A,mRNA,FALSE,,,Proteotoxic Stress;Microglial Markers,hsa04010;hsa04141;hsa04144;hsa04213;hsa04612;hsa04915;hsa05020;hsa05134;hsa05145;hsa05162;hsa05164;hsa05169,,HSPA1A,,,,,
NM_002128.4:208,NS_HS_GLIAL_V1.0,HMGB1,mRNA,FALSE,,,Neurogenesis;Autophagy,,,HMGB1,,,,,
NM_000442.3:1365,NS_HS_GLIAL_V1.0,PECAM1,mRNA,FALSE,,,Cell Migration;Blood Brain Barrier,hsa04514;hsa04670;hsa05144,,PECAM1,,,,,
NM_006617.1:2345,NS_HS_GLIAL_V1.0,NES,mRNA,FALSE,,,Cytoskeletal Dynamics,,,NES,,,,,
NM_005587.2:840,NS_HS_GLIAL_V1.0,MEF2A,mRNA,FALSE,,,Neurotrophin Signaling;Neurogenesis;Microglia Neurodegenerative Phenotype (MGnD);Cytokines,hsa04022,,MEF2A,,,,,
NM_000041.2:96,NS_HS_GLIAL_V1.0,APOE,mRNA,FALSE,,,Stage 1 DAM;Primed Microglia;Microglia Neurodegenerative Phenotype (MGnD);Astrocyte Markers,hsa05010,,APOE,,,,,
NM_170732.4:730,NS_HS_GLIAL_V1.0,BDNF,mRNA,FALSE,,,Neurotrophin Signaling;Neurogenesis,hsa04010;hsa04024;hsa04722;hsa05016;hsa05030;hsa05034,,BDNF,,,,,
NM_000360.3:1306,NS_HS_GLIAL_V1.0,TH,mRNA,FALSE,,,Dopaminergic Synapse,hsa04728;hsa04917;hsa05012;hsa05030;hsa05031;hsa05034,,TH,,,,,
NM_000491.3:819,NS_HS_GLIAL_V1.0,C1QB,mRNA,FALSE,,,Homeostatic Microglia;Complement System,hsa04610;hsa05020;hsa05133;hsa05142;hsa05150;hsa05322,,C1QB,,,,,
NM_001114101.1:608,NS_HS_GLIAL_V1.0,C1QC,mRNA,FALSE,,,Complement System,hsa04610;hsa05020;hsa05133;hsa05142;hsa05150;hsa05322,,C1QC,,,,,
NM_000169.2:980,NS_HS_GLIAL_V1.0,GLA,mRNA,FALSE,,,NO Metabolism and Signaling,hsa00600;hsa04142,,GLA,,,,,
NM_001025107.1:3530,NS_HS_GLIAL_V1.0,ADAR,mRNA,FALSE,,,Interferon Signaling,hsa04623;hsa05162;hsa05164,,ADAR,,,,,
NM_001040876.1:635,NS_HS_GLIAL_V1.0,ABCE1,mRNA,FALSE,,,Interferon Signaling,,,ABCE1,,,,,
NM_001690.2:1320,NS_HS_GLIAL_V1.0,ATP6V1A,mRNA,FALSE,,,Primed Microglia;Phagocytosis;Ion Transport,hsa00190;hsa04145;hsa04721;hsa04966;hsa05110;hsa05120;hsa05323,,ATP6V1A,,,,,
NM_000689.3:11,NS_HS_GLIAL_V1.0,ALDH1A1,mRNA,FALSE,,,Astrocyte Markers,,,ALDH1A1,,,,,
NM_002445.3:326,NS_HS_GLIAL_V1.0,MSR1,mRNA,FALSE,,,Microglia Neurodegenerative Phenotype (MGnD),hsa04145,,MSR1,,,,,
NM_000064.2:4396,NS_HS_GLIAL_V1.0,C3,mRNA,FALSE,,,Primed Microglia;Neuroactive Ligands and Receptors;Complement System,hsa04145;hsa04610;hsa05133;hsa05134;hsa05140;hsa05142;hsa05150;hsa05152;hsa05168;hsa05203;hsa05322,,C3,,,,,
NM_007293.2:1217,NS_HS_GLIAL_V1.0,C4A/B,mRNA,FALSE,,,Cytoskeletal Dynamics;Complement System;Astrocyte Markers,hsa04610;hsa05133;hsa05150;hsa05322,,C4A,,,,,
NM_003064.2:330,NS_HS_GLIAL_V1.0,SLPI,mRNA,FALSE,,,NF-kappaB Signaling,,,SLPI,,,,,
NM_004408.2:817,NS_HS_GLIAL_V1.0,DNM1,mRNA,FALSE,,,Gap Junctions;Cytoskeletal Dynamics;Antigen Processing and Presentation,hsa04072;hsa04144;hsa04721;hsa04961;hsa05100,,DNM1,,,,,
NM_014248.2:162,NS_HS_GLIAL_V1.0,RBX1,mRNA,FALSE,,,Wnt Signaling;Proteotoxic Stress;Hypoxia;Circadian Signaling;Cell Cycle,hsa04066;hsa04110;hsa04114;hsa04120;hsa04141;hsa04310;hsa04350;hsa04710;hsa05200;hsa05211,,RBX1,,,,,
NM_015569.3:750,NS_HS_GLIAL_V1.0,DNM3,mRNA,FALSE,,,Neurogenesis;Cytoskeletal Dynamics;Antigen Processing and Presentation,hsa04072;hsa04144;hsa04721;hsa04961;hsa05100,,DNM3,,,,,
NM_001777.3:897,NS_HS_GLIAL_V1.0,CD47,mRNA,FALSE,,,NO Metabolism and Signaling,,,CD47,,,,,
NM_000833.3:4497,NS_HS_GLIAL_V1.0,GRIN2A,mRNA,FALSE,,,Neuroactive Ligands and Receptors;Glutamatergic Synapse;Dopaminergic Synapse;Calcium Signaling,hsa04014;hsa04015;hsa04020;hsa04024;hsa04080;hsa04713;hsa04720;hsa04724;hsa04728;hsa05010;hsa05014;hsa05030;hsa05031;hsa05033;hsa05034;hsa05322,,GRIN2A,,,,,
NM_001256.3:2550,NS_HS_GLIAL_V1.0,CDC27,mRNA,FALSE,,,Cell Cycle,hsa04110;hsa04114;hsa04120;hsa04914;hsa05166,,CDC27,,,,,
NM_004725.3:775,NS_HS_GLIAL_V1.0,BUB3,mRNA,FALSE,,,Cell Cycle,hsa04110;hsa05166,,BUB3,,,,,
NM_014247.2:3445,NS_HS_GLIAL_V1.0,RAPGEF2,mRNA,FALSE,,,MAPK & PI3K,hsa04010;hsa04015,,RAPGEF2,,,,,
NM_181837.1:585,NS_HS_GLIAL_V1.0,ORC3,mRNA,FALSE,,,Cell Cycle,hsa04110,,ORC3,,,,,
NM_181742.1:871,NS_HS_GLIAL_V1.0,ORC4,mRNA,FALSE,,,Cell Cycle,hsa04110,,ORC4,,,,,
NM_001609.3:770,NS_HS_GLIAL_V1.0,ACADSB,mRNA,FALSE,,,Lipid Metabolism,hsa00071;hsa00280,,ACADSB,,,,,
NM_014485.2:430,NS_HS_GLIAL_V1.0,HPGDS,mRNA,FALSE,,,Microglial Markers;Lipid Metabolism,hsa00590,,HPGDS,,,,,
NM_004103.3:735,NS_HS_GLIAL_V1.0,PTK2B,mRNA,FALSE,,,NO Metabolism and Signaling;Cytoskeletal Dynamics;Calcium Signaling,hsa04020;hsa04062;hsa04072;hsa04650;hsa04670;hsa04912;hsa05161,,PTK2B,,,,,
NM_004079.3:685,NS_HS_GLIAL_V1.0,CTSS,mRNA,FALSE,,,Homeostatic Microglia;Apoptosis,hsa04142;hsa04145;hsa04612;hsa05152,,CTSS,,,,,
NM_183356.2:1644,NS_HS_GLIAL_V1.0,ASNS,mRNA,FALSE,,,Proteotoxic Stress,hsa00250,,ASNS,,,,,
NM_003592.2:1487,NS_HS_GLIAL_V1.0,CUL1,mRNA,FALSE,,,Wnt Signaling;Proteotoxic Stress;Primed Microglia;Circadian Signaling;Cell Cycle;Antigen Processing and Presentation,hsa04110;hsa04114;hsa04120;hsa04141;hsa04310;hsa04350;hsa04710;hsa05168,,CUL1,,,,,
NM_004454.2:1685,NS_HS_GLIAL_V1.0,ETV5,mRNA,FALSE,,,Neurogenesis,hsa05202,,ETV5,,,,,
NM_001912.4:1072,NS_HS_GLIAL_V1.0,CTSL,mRNA,FALSE,,,Stage 2 DAM;Microglia Neurodegenerative Phenotype (MGnD);Autophagy;Apoptosis,hsa04142;hsa04145;hsa04612;hsa05205;hsa05323,,CTSL,,,,,
NM_152456.1:860,NS_HS_GLIAL_V1.0,IL34,mRNA,FALSE,,,Cytokines,,,IL34,,,,,
NM_004519.2:665,NS_HS_GLIAL_V1.0,KCNQ3,mRNA,FALSE,,,Ion Transport;Cholinergic Synapse,hsa04725,,KCNQ3,,,,,
NM_006920.4:995,NS_HS_GLIAL_V1.0,SCN1A,mRNA,FALSE,,,Ion Transport;Dopaminergic Synapse,hsa04728,,SCN1A,,,,,
NM_005944.5:665,NS_HS_GLIAL_V1.0,CD200,mRNA,FALSE,,,Cytoskeletal Dynamics,,,CD200,,,,,
NM_000961.3:1409,NS_HS_GLIAL_V1.0,PTGIS,mRNA,FALSE,,,NO Metabolism and Signaling;Lipid Metabolism,hsa00590,,PTGIS,,,,,
NM_002851.2:2380,NS_HS_GLIAL_V1.0,PTPRZ1,mRNA,FALSE,,,Oligodendrocyte Differentiation/Maturation;Myelogenesis;Astrocyte Markers,hsa05120,,PTPRZ1,,,,,
NM_001677.3:190,NS_HS_GLIAL_V1.0,ATP1B1,mRNA,FALSE,,,Ion Transport,hsa04022;hsa04024;hsa04260;hsa04261;hsa04911;hsa04918;hsa04919;hsa04960;hsa04961;hsa04970;hsa04971;hsa04972;hsa04973;hsa04974;hsa04976;hsa04978,,ATP1B1,,,,,
NM_001172085.1:587,NS_HS_GLIAL_V1.0,TBP,mRNA,TRUE,Housekeeping,,,,,TBP,,,,,
NM_001037537.1:1015,NS_HS_GLIAL_V1.0,PHYH,mRNA,FALSE,,,Lipid Metabolism,hsa04146,,PHYH,,,,,
NM_138957.2:430,NS_HS_GLIAL_V1.0,MAPK1,mRNA,FALSE,,,MAPK & PI3K,hsa04010;hsa04012;hsa04014;hsa04015;hsa04022;hsa04024;hsa04062;hsa04066;hsa04068;hsa04071;hsa04072;hsa04114;hsa04150;hsa04151;hsa04261;hsa04270;hsa04320;hsa04350;hsa04360;hsa04370;hsa04380;hsa04510;hsa04520;hsa04540;hsa04550;hsa04611;hsa04620;hsa04621;hsa04650;hsa04660;hsa04662;hsa04664;hsa04666;hsa04668;hsa04713;hsa04720;hsa04722;hsa04723;hsa04724;hsa04725;hsa04726;hsa04730;hsa04810;hsa04910;hsa04912;hsa04914;hsa04915;hsa04916;hsa04917;hsa04919;hsa04921;hsa04930;hsa04933;hsa04960;hsa05010;hsa05020;hsa05034;hsa05131;hsa05132;hsa05133;hsa05140;hsa05142;hsa05145;hsa05152;hsa05160;hsa05161;hsa05164;hsa05200;hsa05203;hsa05205;hsa05206;hsa05210;hsa05211;hsa05212;hsa05213;hsa05214;hsa05215;hsa05216;hsa05218;hsa05219;hsa05220;hsa05221;hsa05223;hsa05230;hsa05231,,MAPK1,,,,,
NM_016529.4:930,NS_HS_GLIAL_V1.0,ATP8A2,mRNA,FALSE,,,Primed Microglia;Neurogenesis;Microglial Markers,,,ATP8A2,,,,,
NM_002087.2:546,NS_HS_GLIAL_V1.0,GRN,mRNA,FALSE,,,Primed Microglia;Neurogenesis;Microglia Neurodegenerative Phenotype (MGnD);Astrocyte Differentiation/Function,,,GRN,,,,,
NM_001964.2:838,NS_HS_GLIAL_V1.0,EGR1,mRNA,FALSE,,,Microglial Markers;Microglia Neurodegenerative Phenotype (MGnD);Interferon Signaling;Cytokines,hsa04933;hsa05020;hsa05166,,EGR1,,,,,
NM_004849.2:1104,NS_HS_GLIAL_V1.0,ATG5,mRNA,FALSE,,,Autophagy,hsa04140;hsa04211;hsa04213;hsa04622;hsa05131,,ATG5,,,,,
NM_000267.2:1035,NS_HS_GLIAL_V1.0,NF1,mRNA,FALSE,,,Oligodendrocyte Differentiation/Maturation;Neurogenesis;MAPK & PI3K;Astrocyte Differentiation/Function,hsa04010;hsa04014,,NF1,,,,,
NM_001144070.1:460,NS_HS_GLIAL_V1.0,ABCC3,mRNA,FALSE,,,Oxidative & Nitrosative Stress,hsa02010;hsa04976,,ABCC3,,,,,
NM_001605.2:835,NS_HS_GLIAL_V1.0,AARS1,mRNA,TRUE,Housekeeping,,,,,AARS1,,,,,
NM_133645.2:1465,NS_HS_GLIAL_V1.0,MTO1,mRNA,TRUE,Housekeeping,,,,,MTO1,,,,,
NM_000484.3:1725,NS_HS_GLIAL_V1.0,APP,mRNA,FALSE,,,Serotonergic Synapse;Neurogenesis;Cytoskeletal Dynamics;Astrocyte Differentiation/Function,hsa04726;hsa05010,,APP,,,,,
NM_203472.1:466,NS_HS_GLIAL_V1.0,SELENOS,mRNA,FALSE,,,Proteotoxic Stress;NO Metabolism and Signaling,hsa04141,,SELENOS,,,,,
NM_006048.3:1560,NS_HS_GLIAL_V1.0,UBE4B,mRNA,FALSE,,,Proteotoxic Stress;Neurogenesis,hsa04120;hsa04141,,UBE4B,,,,,
NM_001686.3:645,NS_HS_GLIAL_V1.0,ATP5F1B,mRNA,FALSE,,,Glucose Metabolism,hsa00190;hsa05010;hsa05012;hsa05016,,ATP5F1B,,,,,
NM_001688.4:645,NS_HS_GLIAL_V1.0,ATP5PB,mRNA,FALSE,,,Glucose Metabolism,hsa00190;hsa05010;hsa05012;hsa05016,,ATP5PB,,,,,
NM_002086.4:412,NS_HS_GLIAL_V1.0,GRB2,mRNA,FALSE,,,T-cell signaling;MAPK & PI3K,hsa04010;hsa04012;hsa04014;hsa04062;hsa04068;hsa04072;hsa04151;hsa04320;hsa04380;hsa04510;hsa04540;hsa04550;hsa04630;hsa04650;hsa04660;hsa04662;hsa04664;hsa04722;hsa04910;hsa04912;hsa04915;hsa04917;hsa05034;hsa05160;hsa05161;hsa05200;hsa05203;hsa05205;hsa05206;hsa05211;hsa05213;hsa05214;hsa05215;hsa05220;hsa05221;hsa05223;hsa05231,,GRB2,,,,,
NM_015994.2:390,NS_HS_GLIAL_V1.0,ATP6V1D,mRNA,FALSE,,,Phagocytosis;Ion Transport,hsa00190;hsa04145;hsa04721;hsa04966;hsa05110;hsa05120;hsa05323,,ATP6V1D,,,,,
NM_175610.2:4065,NS_HS_GLIAL_V1.0,TJP1,mRNA,FALSE,,,Primed Microglia;Gap Junctions,hsa04520;hsa04530;hsa04540;hsa05110;hsa05120;hsa05132,,TJP1,,,,,
NM_053067.2:990,NS_HS_GLIAL_V1.0,UBQLN1,mRNA,FALSE,,,Proteotoxic Stress,hsa04141,,UBQLN1,,,,,
NM_000722.2:335,NS_HS_GLIAL_V1.0,CACNA2D1,mRNA,FALSE,,,Ion Transport;Calcium Signaling,hsa04010;hsa04260;hsa04261;hsa04921;hsa05410;hsa05412;hsa05414,,CACNA2D1,,,,,
NM_002733.3:825,NS_HS_GLIAL_V1.0,PRKAG1,mRNA,FALSE,,,Glucose Metabolism,hsa04068;hsa04152;hsa04211;hsa04213;hsa04710;hsa04910;hsa04920;hsa04921;hsa04922;hsa04931;hsa04932;hsa05410,,PRKAG1,,,,,
NM_014191.2:945,NS_HS_GLIAL_V1.0,SCN8A,mRNA,FALSE,,,Myelogenesis;Ion Transport,,,SCN8A,,,,,
NM_018398.2:205,NS_HS_GLIAL_V1.0,CACNA2D3,mRNA,FALSE,,,Ion Transport;Calcium Signaling,hsa04010;hsa04260;hsa04261;hsa04921;hsa05410;hsa05412;hsa05414,,CACNA2D3,,,,,
NM_005025.4:435,NS_HS_GLIAL_V1.0,SERPINI1,mRNA,FALSE,,,Neurogenesis,,,SERPINI1,,,,,
NM_002627.3:795,NS_HS_GLIAL_V1.0,PFKP,mRNA,FALSE,,,Glucose Metabolism;Astrocyte Markers,hsa00010;hsa04152;hsa04919;hsa05230,,PFKP,,,,,
NM_015382.2:810,NS_HS_GLIAL_V1.0,HECTD1,mRNA,FALSE,,,Antigen Processing and Presentation,,,HECTD1,,,,,
NM_021175.2:99,NS_HS_GLIAL_V1.0,HAMP,mRNA,FALSE,,,TGF-Beta Signaling;Microglial Markers,,,HAMP,,,,,
NM_000099.2:402,NS_HS_GLIAL_V1.0,CST3,mRNA,FALSE,,,Homeostatic Microglia,hsa04970,,CST3,,,,,
NM_005739.3:365,NS_HS_GLIAL_V1.0,RASGRP1,mRNA,FALSE,,,T-cell signaling;MAPK & PI3K,hsa04010;hsa04014;hsa04611;hsa04660;hsa05200,,RASGRP1,,,,,
NM_021136.2:2400,NS_HS_GLIAL_V1.0,RTN1,mRNA,FALSE,,,Neurogenesis,,,RTN1,,,,,
NM_000050.4:1275,NS_HS_GLIAL_V1.0,ASS1,mRNA,FALSE,,,NO Metabolism and Signaling,hsa00220;hsa00250,,ASS1,,,,,
NM_005891.2:910,NS_HS_GLIAL_V1.0,ACAT2,mRNA,FALSE,,,Lipid Metabolism,hsa00071;hsa00280;hsa00620;hsa00630;hsa00640;hsa00650,,ACAT2,,,,,
NM_000255.2:2000,NS_HS_GLIAL_V1.0,MMUT,mRNA,FALSE,,,Lipid Metabolism,hsa00280;hsa00630;hsa00640,,MMUT,,,,,
NM_021072.2:1450,NS_HS_GLIAL_V1.0,HCN1,mRNA,FALSE,,,Ion Transport,,,HCN1,,,,,
NM_021076.3:1350,NS_HS_GLIAL_V1.0,NEFH,mRNA,FALSE,,,Neuronal Markers;Neurogenesis;Cytoskeletal Dynamics,hsa05014,,NEFH,,,,,
NM_000818.2:1245,NS_HS_GLIAL_V1.0,GAD2,mRNA,FALSE,,,GABAergic Synapse,hsa00250;hsa00650;hsa04727;hsa04940,,GAD2,,,,,
NM_005277.3:790,NS_HS_GLIAL_V1.0,GPM6A,mRNA,FALSE,,,Neurogenesis;Cytoskeletal Dynamics;Astrocyte Markers,,,GPM6A,,,,,
NM_213594.1:630,NS_HS_GLIAL_V1.0,RFX4,mRNA,FALSE,,,Astrocyte Markers,,,RFX4,,,,,
NM_145731.3:296,NS_HS_GLIAL_V1.0,SYNGR1,mRNA,FALSE,,,Neurogenesis,,,SYNGR1,,,,,
NM_016562.3:3098,NS_HS_GLIAL_V1.0,TLR7,mRNA,FALSE,,,NF-kappaB Signaling,hsa04620;hsa05162;hsa05164,,TLR7,,,,,
NM_005902.3:1490,NS_HS_GLIAL_V1.0,SMAD3,mRNA,FALSE,,,Wnt Signaling;TGF-Beta Signaling;Primed Microglia;Microglia Neurodegenerative Phenotype (MGnD),hsa04068;hsa04110;hsa04144;hsa04310;hsa04350;hsa04390;hsa04520;hsa04550;hsa04933;hsa05142;hsa05161;hsa05166;hsa05200;hsa05210;hsa05212;hsa05220;hsa05321,,SMAD3,,,,,
NM_012241.3:300,NS_HS_GLIAL_V1.0,SIRT5,mRNA,FALSE,,,Glucose Metabolism,,,SIRT5,,,,,
NM_001096.2:3195,NS_HS_GLIAL_V1.0,ACLY,mRNA,FALSE,,,Lipid Metabolism,hsa00020,,ACLY,,,,,
NM_006950.3:565,NS_HS_GLIAL_V1.0,SYN1,mRNA,FALSE,,,Serotonergic Synapse;Neuronal Markers;Neurogenesis;Dopaminergic Synapse;Cytoskeletal Dynamics,,,SYN1,,,,,
NM_004048.2:235,NS_HS_GLIAL_V1.0,B2M,mRNA,FALSE,,,Stage 1 DAM;Primed Microglia;Antigen Processing and Presentation,hsa04612,,B2M,,,,,
NM_000181.3:1899,NS_HS_GLIAL_V1.0,GUSB,mRNA,TRUE,Housekeeping,,,,,GUSB,,,,,
NM_001099410.1:1375,NS_HS_GLIAL_V1.0,GPRASP1,mRNA,FALSE,,,Primed Microglia,,,GPRASP1,,,,,
NM_003793.3:655,NS_HS_GLIAL_V1.0,CTSF,mRNA,FALSE,,,Microglial Markers;Apoptosis,hsa04142,,CTSF,,,,,
NM_001143668.1:1525,NS_HS_GLIAL_V1.0,AMIGO2,mRNA,FALSE,,,A1 Astrocyte,,,AMIGO2,,,,,
NM_133493.3:3840,NS_HS_GLIAL_V1.0,CD109,mRNA,FALSE,,,A2 Astrocyte,,,CD109,,,,,
NM_024012.2:776,NS_HS_GLIAL_V1.0,HTR5A,mRNA,FALSE,,,Serotonergic Synapse;Neuroactive Ligands and Receptors;Calcium Signaling,hsa04020;hsa04080;hsa04726,,HTR5A,,,,,
NM_004867.4:988,NS_HS_GLIAL_V1.0,ITM2A,mRNA,FALSE,,,Blood Brain Barrier,,,ITM2A,,,,,
NM_000454.4:245,NS_HS_GLIAL_V1.0,SOD1,mRNA,FALSE,,,Oxidative & Nitrosative Stress;Neurogenesis;Myelogenesis,hsa04146;hsa04213;hsa05014;hsa05016;hsa05020,,SOD1,,,,,
NM_000616.4:975,NS_HS_GLIAL_V1.0,CD4,mRNA,FALSE,,,T-cell signaling,hsa04514;hsa04612;hsa04640;hsa04660;hsa05340,,CD4,,,,,
NM_000660.4:1438,NS_HS_GLIAL_V1.0,TGFB1,mRNA,FALSE,,,TGF-Beta Signaling;Microglia Neurodegenerative Phenotype (MGnD),hsa04010;hsa04060;hsa04068;hsa04110;hsa04144;hsa04350;hsa04380;hsa04390;hsa04672;hsa04932;hsa04933;hsa05140;hsa05142;hsa05144;hsa05145;hsa05146;hsa05152;hsa05161;hsa05166;hsa05200;hsa05205;hsa05210;hsa05211;hsa05212;hsa05220;hsa05321;hsa05323;hsa05410;hsa05414,,TGFB1,,,,,
NM_001002258.4:340,NS_HS_GLIAL_V1.0,ATP5MC3,mRNA,FALSE,,,Glucose Metabolism,hsa00190;hsa05010;hsa05012;hsa05016,,ATP5MC3,,,,,
NM_021132.2:270,NS_HS_GLIAL_V1.0,PPP3CB,mRNA,FALSE,,,MAPK & PI3K;Calcium Signaling,hsa04010;hsa04020;hsa04022;hsa04114;hsa04210;hsa04310;hsa04360;hsa04370;hsa04380;hsa04650;hsa04660;hsa04662;hsa04720;hsa04724;hsa04728;hsa04921;hsa04922;hsa04924;hsa05010;hsa05014;hsa05031;hsa05152;hsa05166,,PPP3CB,,,,,
NM_006458.2:1880,NS_HS_GLIAL_V1.0,TRIM3,mRNA,FALSE,,,Interferon Signaling,,,TRIM3,,,,,
NM_001024934.1:1425,NS_HS_GLIAL_V1.0,WASF1,mRNA,FALSE,,,Phagocytosis;Angiogenesis,hsa04520;hsa04666;hsa04810;hsa05100;hsa05131;hsa05132;hsa05231,,WASF1,,,,,
NM_002866.4:177,NS_HS_GLIAL_V1.0,RAB3A,mRNA,FALSE,,,Glutamatergic Synapse;GABAergic Synapse,hsa04721;hsa04911,,RAB3A,,,,,
NM_005493.2:2000,NS_HS_GLIAL_V1.0,RANBP9,mRNA,FALSE,,,Neurogenesis,,,RANBP9,,,,,
NM_020799.2:1600,NS_HS_GLIAL_V1.0,STAMBPL1,mRNA,FALSE,,,Primed Microglia,,,STAMBPL1,,,,,
NM_001177388.1:495,NS_HS_GLIAL_V1.0,LGALS3,mRNA,FALSE,,,Primed Microglia;Microglia Neurodegenerative Phenotype (MGnD),,,LGALS3,,,,,
NM_003632.2:4050,NS_HS_GLIAL_V1.0,CNTNAP1,mRNA,FALSE,,,Oligodendrocyte Differentiation/Maturation;Myelogenesis;Cytoskeletal Dynamics;Cell Migration,hsa04514,,CNTNAP1,,,,,
NM_002814.2:275,NS_HS_GLIAL_V1.0,PSMD10,mRNA,FALSE,,,Antigen Processing and Presentation,,,PSMD10,,,,,
NM_001222.2:233,NS_HS_GLIAL_V1.0,CAMK2G,mRNA,FALSE,,,Calcium Signaling,hsa04012;hsa04020;hsa04024;hsa04066;hsa04114;hsa04261;hsa04310;hsa04713;hsa04720;hsa04722;hsa04725;hsa04728;hsa04740;hsa04750;hsa04911;hsa04912;hsa04916;hsa04921;hsa04922;hsa04925;hsa04971;hsa05031;hsa05152;hsa05205;hsa05214,,CAMK2G,,,,,
NM_021956.4:1329,NS_HS_GLIAL_V1.0,GRIK2,mRNA,FALSE,,,Neuroactive Ligands and Receptors;Glutamatergic Synapse,hsa04080;hsa04724,,GRIK2,,,,,
NM_003042.3:1315,NS_HS_GLIAL_V1.0,SLC6A1,mRNA,FALSE,,,GABAergic Synapse;Astrocyte Markers,hsa04727,,SLC6A1,,,,,
NM_133445.2:3167,NS_HS_GLIAL_V1.0,GRIN3A,mRNA,FALSE,,,Neuroactive Ligands and Receptors;Glutamatergic Synapse,hsa04024;hsa04080;hsa04724;hsa05030;hsa05031;hsa05033;hsa05034,,GRIN3A,,,,,
NM_000829.3:475,NS_HS_GLIAL_V1.0,GRIA4,mRNA,FALSE,,,Neuroactive Ligands and Receptors;Glutamatergic Synapse;Dopaminergic Synapse;Cannabinoid Signaling,hsa04024;hsa04080;hsa04713;hsa04723;hsa04724;hsa04728;hsa05031;hsa05033,,GRIA4,,,,,
NM_005019.3:1500,NS_HS_GLIAL_V1.0,PDE1A,mRNA,FALSE,,,Calcium Signaling,hsa00230;hsa04020;hsa04740;hsa04742;hsa04924;hsa05032,,PDE1A,,,,,
NM_000827.3:2840,NS_HS_GLIAL_V1.0,GRIA1,mRNA,FALSE,,,Neuroactive Ligands and Receptors;Glutamatergic Synapse;Dopaminergic Synapse;Cannabinoid Signaling,hsa04024;hsa04080;hsa04713;hsa04720;hsa04723;hsa04724;hsa04728;hsa04730;hsa05014;hsa05031;hsa05033,,GRIA1,,,,,
NM_014905.3:985,NS_HS_GLIAL_V1.0,GLS,mRNA,FALSE,,,Glutamatergic Synapse;GABAergic Synapse,hsa00220;hsa00250;hsa04724;hsa04727;hsa05206;hsa05230,,GLS,,,,,
NM_001134771.1:2825,NS_HS_GLIAL_V1.0,SLC12A5,mRNA,FALSE,,,Neurogenesis;GABAergic Synapse,hsa04727,,SLC12A5,,,,,
NM_020630.4:2911,NS_HS_GLIAL_V1.0,RET,mRNA,FALSE,,,Neurogenesis,hsa04144;hsa05200;hsa05216;hsa05230,,RET,,,,,
NM_000820.2:1339,NS_HS_GLIAL_V1.0,GAS6,mRNA,FALSE,,,Neurogenesis,,,GAS6,,,,,
